,manufacturer,model,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
1935,Volkswagen,Golf,e-Golf,85,07.02.2017,21,2.08,Electricity,Winter tires,1,0,1,Moderate,9.9,0,0,47.0,-6.9
1936,Volkswagen,Golf,e-Golf,85,07.02.2017,15,2.1,Electricity,Winter tires,1,0,0,Moderate,14.0,0,0,36.0,-2.8
1937,Volkswagen,Golf,e-Golf,85,07.02.2017,20,3.68,Electricity,Winter tires,1,1,1,Moderate,18.4,0,0,46.0,1.6
1938,Volkswagen,Golf,e-Golf,85,06.02.2017,20,1.88,Electricity,Winter tires,1,1,1,Moderate,9.4,0,0,50.0,-7.4
1939,Volkswagen,Golf,e-Golf,85,06.02.2017,20,3.68,Electricity,Winter tires,1,1,1,Moderate,18.4,0,0,44.0,1.6
1940,Volkswagen,Golf,e-Golf,85,03.02.2017,24,2.33,Electricity,Winter tires,1,0,1,Moderate,9.7,0,0,39.0,-7.1
1941,Volkswagen,Golf,e-Golf,85,03.02.2017,20,3.72,Electricity,Winter tires,1,1,1,Moderate,18.6,0,0,51.0,1.8
1942,Volkswagen,Golf,e-Golf,85,02.02.2017,20,1.64,Electricity,Winter tires,1,1,1,Moderate,8.2,0,0,51.0,-8.6
1943,Volkswagen,Golf,e-Golf,85,02.02.2017,19,2.36,Electricity,Winter tires,1,0,0,Moderate,12.4,0,0,33.0,-4.4
1944,Volkswagen,Golf,e-Golf,85,02.02.2017,20,3.68,Electricity,Winter tires,1,1,1,Moderate,18.4,0,0,49.0,1.6
1945,Volkswagen,Golf,e-Golf,85,01.02.2017,20,1.98,Electricity,Winter tires,1,1,1,Moderate,9.9,0,0,51.0,-6.9
1946,Volkswagen,Golf,e-Golf,85,01.02.2017,20,3.8,Electricity,Winter tires,1,1,1,Moderate,19.0,0,0,49.0,2.2
1947,Volkswagen,Golf,e-Golf,85,31.01.2017,15,2.1,Electricity,Winter tires,1,0,0,Moderate,14.0,0,0,37.0,-2.8
1948,Volkswagen,Golf,e-Golf,85,31.01.2017,21,1.95,Electricity,Winter tires,1,0,1,Moderate,9.3,0,0,43.0,-7.5
1949,Volkswagen,Golf,e-Golf,85,31.01.2017,20,3.68,Electricity,Winter tires,1,1,1,Moderate,18.4,0,0,50.0,1.6
1950,Volkswagen,Golf,e-Golf,85,30.01.2017,20,1.86,Electricity,Winter tires,1,1,1,Moderate,9.3,0,0,47.0,-7.5
1951,Volkswagen,Golf,e-Golf,85,30.01.2017,20,4.04,Electricity,Winter tires,1,1,1,Moderate,20.2,1,1,52.0,3.4
1952,Volkswagen,Golf,e-Golf,85,28.01.2017,47,6.11,Electricity,Winter tires,1,0,1,Moderate,13.0,0,0,33.0,-3.8
1953,Volkswagen,Golf,e-Golf,85,23.01.2017,10,1.55,Electricity,Winter tires,1,0,0,Moderate,15.5,0,0,32.0,-1.3
1954,Volkswagen,Golf,e-Golf,85,21.01.2017,40,5.88,Electricity,Winter tires,1,0,1,Moderate,14.7,0,0,49.0,-2.1
1955,Volkswagen,Golf,e-Golf,85,18.01.2017,20,1.98,Electricity,Winter tires,1,1,1,Moderate,9.9,0,0,51.0,-6.9
1956,Volkswagen,Golf,e-Golf,85,18.01.2017,20,4.08,Electricity,Winter tires,1,1,1,Moderate,20.4,0,0,51.0,3.6
1957,Volkswagen,Golf,e-Golf,85,17.01.2017,20,2.14,Electricity,Winter tires,1,1,1,Moderate,10.7,0,0,43.0,-6.1
1958,Volkswagen,Golf,e-Golf,85,17.01.2017,20,4.36,Electricity,Winter tires,1,1,1,Moderate,21.8,0,0,52.0,5.0
1959,Volkswagen,Golf,e-Golf,85,16.01.2017,20,2.36,Electricity,Winter tires,1,1,1,Moderate,11.8,0,0,43.0,-5.0
1960,Volkswagen,Golf,e-Golf,85,16.01.2017,20,3.76,Electricity,Winter tires,1,1,1,Moderate,18.8,0,0,46.0,2.0
1961,Volkswagen,Golf,e-Golf,85,15.01.2017,12,1.64,Electricity,Winter tires,1,0,0,Moderate,13.7,0,0,30.0,-3.1
1962,Volkswagen,Golf,e-Golf,85,15.01.2017,4,0.62,Electricity,Winter tires,1,0,0,Moderate,15.4,0,0,21.0,-1.4
1963,Volkswagen,Golf,e-Golf,85,14.01.2017,18,3.28,Electricity,Winter tires,1,0,0,Moderate,18.2,0,0,32.0,1.4
1964,Volkswagen,Golf,e-Golf,85,06.01.2017,6,1.19,Electricity,Winter tires,1,0,0,Moderate,19.8,0,0,16.0,3.0
1965,Volkswagen,Golf,e-Golf,85,06.01.2017,28,3.53,Electricity,Winter tires,1,0,1,Moderate,12.6,0,0,35.0,-4.2
1966,Volkswagen,Golf,e-Golf,85,05.01.2017,20,3.94,Electricity,Winter tires,1,1,1,Moderate,19.7,0,0,50.0,2.9
1967,Volkswagen,Golf,e-Golf,85,04.01.2017,20,2.16,Electricity,Winter tires,1,1,1,Moderate,10.8,0,0,48.0,-6.0
1968,Volkswagen,Golf,e-Golf,85,04.01.2017,20,3.82,Electricity,Winter tires,1,1,1,Moderate,19.1,0,0,54.0,2.3
1969,Volkswagen,Golf,e-Golf,85,03.01.2017,23,2.39,Electricity,Winter tires,1,0,1,Moderate,10.4,0,0,27.0,-6.4
1970,Volkswagen,Golf,e-Golf,85,03.01.2017,20,3.82,Electricity,Winter tires,1,1,1,Moderate,19.1,0,0,51.0,2.3
1971,Volkswagen,Golf,e-Golf,85,02.01.2017,38,4.48,Electricity,Winter tires,1,0,1,Moderate,11.8,0,0,41.0,-5.0
1972,Volkswagen,Golf,e-Golf,85,02.01.2017,20,4.24,Electricity,Winter tires,1,1,1,Moderate,21.2,0,0,44.0,4.4
1973,Volkswagen,Golf,e-Golf,85,01.01.2017,25,3.88,Electricity,Winter tires,1,0,1,Moderate,15.5,0,0,30.0,-1.3
1974,Volkswagen,Golf,e-Golf,85,31.12.2016,72,9.5,Electricity,Winter tires,1,1,0,Moderate,13.2,0,0,48.0,-3.6
1975,Volkswagen,Golf,e-Golf,85,31.12.2016,86,13.07,Electricity,Winter tires,0,1,0,Normal,15.2,1,1,58.0,-1.6
1976,Volkswagen,Golf,e-Golf,85,29.12.2016,4,0.6,Electricity,Winter tires,1,0,0,Normal,15.0,0,0,19.0,-1.8
1977,Volkswagen,Golf,e-Golf,85,28.12.2016,46,6.39,Electricity,Winter tires,1,1,1,Normal,13.9,0,0,45.0,-2.9
1978,Volkswagen,Golf,e-Golf,85,28.12.2016,37,5.36,Electricity,Winter tires,1,0,1,Normal,14.5,0,0,45.0,-2.3
1979,Volkswagen,Golf,e-Golf,85,26.12.2016,3,0.47,Electricity,Winter tires,1,0,0,Normal,15.9,0,0,31.0,-0.9
1980,Volkswagen,Golf,e-Golf,85,26.12.2016,56,7.39,Electricity,Winter tires,1,1,1,Normal,13.2,0,1,49.0,-3.6
1981,Volkswagen,Golf,e-Golf,85,26.12.2016,33,5.15,Electricity,Winter tires,1,1,0,Normal,15.6,0,0,52.0,-1.2
1982,Volkswagen,Golf,e-Golf,85,26.12.2016,20,2.66,Electricity,Winter tires,1,1,0,Normal,13.3,0,0,42.0,-3.5
1983,Volkswagen,Golf,e-Golf,85,25.12.2016,3,0.48,Electricity,Winter tires,1,0,0,Normal,16.3,0,0,33.0,-0.5
1984,Volkswagen,Golf,e-Golf,85,24.12.2016,101,13.63,Electricity,Winter tires,0,1,0,Normal,13.5,0,0,51.0,-3.3
1985,Volkswagen,Golf,e-Golf,85,23.12.2016,46,6.25,Electricity,Winter tires,0,1,0,Normal,13.6,0,0,37.0,-3.2
1986,Volkswagen,Golf,e-Golf,85,21.12.2016,20,1.7,Electricity,Winter tires,1,1,1,Normal,8.5,0,0,41.0,-8.3
1987,Volkswagen,Golf,e-Golf,85,21.12.2016,20,3.94,Electricity,Winter tires,1,1,1,Fast,19.2,0,0,47.0,2.4
1988,Volkswagen,Golf,e-Golf,85,20.12.2016,74,9.76,Electricity,Winter tires,1,0,1,Fast,13.2,0,0,37.0,-3.6
1989,Volkswagen,Golf,e-Golf,85,20.12.2016,20,3.84,Electricity,Winter tires,1,1,1,Fast,19.2,0,0,52.0,2.4
1990,Volkswagen,Golf,e-Golf,85,19.12.2016,20,2.28,Electricity,Winter tires,1,1,1,Normal,11.4,0,1,45.0,-5.4
1991,Volkswagen,Golf,e-Golf,85,19.12.2016,20,3.78,Electricity,Winter tires,1,1,1,Normal,18.9,0,0,45.0,2.1
1992,Volkswagen,Golf,e-Golf,85,18.12.2016,4,0.58,Electricity,Winter tires,1,0,0,Normal,14.7,0,0,24.0,-2.1
1993,Volkswagen,Golf,e-Golf,85,18.12.2016,4,0.56,Electricity,Winter tires,1,0,0,Normal,14.0,0,0,26.0,-2.8
1994,Volkswagen,Golf,e-Golf,85,17.12.2016,5,0.75,Electricity,Winter tires,1,0,0,Normal,15.1,0,0,19.0,-1.7
1995,Volkswagen,Golf,e-Golf,85,16.12.2016,10,1.44,Electricity,Winter tires,1,0,0,Normal,14.4,0,0,23.0,-2.4
1996,Volkswagen,Golf,e-Golf,85,16.12.2016,20,3.04,Electricity,Winter tires,1,0,1,Normal,15.2,0,0,47.0,-1.6
1997,Volkswagen,Golf,e-Golf,85,16.12.2016,20,3.04,Electricity,Winter tires,1,0,1,Normal,15.2,0,0,40.0,-1.6
1998,Volkswagen,Golf,e-Golf,85,16.12.2016,20,2.06,Electricity,Winter tires,1,1,1,Normal,10.3,0,0,39.0,-6.5
1999,Volkswagen,Golf,e-Golf,85,16.12.2016,20,4.12,Electricity,Winter tires,1,1,1,Fast,20.6,0,0,49.0,3.8
2000,Volkswagen,Golf,e-Golf,85,15.12.2016,36,3.6,Electricity,Winter tires,1,0,1,Normal,10.0,0,0,41.0,-6.8
2001,Volkswagen,Golf,e-Golf,85,15.12.2016,20,3.78,Electricity,Winter tires,1,1,1,Normal,18.9,0,0,48.0,2.1
2002,Volkswagen,Golf,e-Golf,85,14.12.2016,20,1.86,Electricity,Winter tires,1,1,1,Normal,9.3,0,0,4.0,-7.5
2003,Volkswagen,Golf,e-Golf,85,14.12.2016,20,3.7,Electricity,Winter tires,1,1,1,Normal,18.5,0,0,42.0,1.7
2004,Volkswagen,Golf,e-Golf,85,13.12.2016,20,1.82,Electricity,Winter tires,1,1,1,Normal,9.1,0,0,45.0,-7.7
2005,Volkswagen,Golf,e-Golf,85,13.12.2016,20,3.94,Electricity,Winter tires,1,1,1,Normal,19.7,0,0,47.0,2.9
2006,Volkswagen,Golf,e-Golf,85,12.12.2016,20,1.8,Electricity,Winter tires,1,1,1,Normal,9.0,0,0,50.0,-7.8
2007,Volkswagen,Golf,e-Golf,85,12.12.2016,20,3.7,Electricity,Winter tires,1,1,1,Normal,18.5,0,0,49.0,1.7
2008,Volkswagen,Golf,e-Golf,85,11.12.2016,55,8.69,Electricity,Winter tires,1,0,1,Normal,15.8,0,0,31.0,-1.0
2009,Volkswagen,Golf,e-Golf,85,10.12.2016,102,14.17,Electricity,Winter tires,0,1,0,Moderate,13.9,0,0,49.0,-2.9
2010,Volkswagen,Golf,e-Golf,85,10.12.2016,7,1.12,Electricity,Winter tires,1,0,0,Moderate,16.0,0,0,29.0,-0.8
2011,Volkswagen,Golf,e-Golf,85,10.12.2016,7,0.86,Electricity,Winter tires,1,0,0,Normal,12.3,0,0,28.0,-4.5
2012,Volkswagen,Golf,e-Golf,85,09.12.2016,20,1.79,Electricity,Winter tires,1,1,1,Normal,8.9,0,0,45.0,-7.9
2013,Volkswagen,Golf,e-Golf,85,09.12.2016,20,3.72,Electricity,Winter tires,1,1,1,Normal,18.6,0,0,47.0,1.8
2014,Volkswagen,Golf,e-Golf,85,08.12.2016,23,2.23,Electricity,Winter tires,1,1,1,Normal,9.7,0,0,53.0,-7.1
2015,Volkswagen,Golf,e-Golf,85,08.12.2016,20,3.64,Electricity,Winter tires,1,1,1,Normal,18.2,0,0,45.0,1.4
2016,Volkswagen,Golf,e-Golf,85,07.12.2016,20,1.66,Electricity,Winter tires,1,1,1,Normal,8.3,0,0,38.0,-8.5
2017,Volkswagen,Golf,e-Golf,85,07.12.2016,20,3.9,Electricity,Winter tires,1,1,1,Normal,19.5,0,0,42.0,2.7
2018,Volkswagen,Golf,e-Golf,85,06.12.2016,7,1.0,Electricity,Winter tires,1,0,0,Normal,14.4,0,0,28.0,-2.4
2019,Volkswagen,Golf,e-Golf,85,06.12.2016,20,1.92,Electricity,Winter tires,1,1,1,Normal,9.6,0,0,44.0,-7.2
2020,Volkswagen,Golf,e-Golf,85,06.12.2016,20,3.9,Electricity,Winter tires,1,1,1,Normal,19.5,0,0,40.0,2.7
2021,Volkswagen,Golf,e-Golf,85,05.12.2016,20,1.9,Electricity,Winter tires,1,1,1,Normal,9.5,0,0,49.0,-7.3
2022,Volkswagen,Golf,e-Golf,85,05.12.2016,20,3.92,Electricity,Winter tires,1,1,1,Normal,19.6,0,0,44.0,2.8
2023,Volkswagen,Golf,e-Golf,85,04.12.2016,387,54.56,Electricity,Winter tires,0,1,0,Moderate,14.1,0,0,76.0,-2.7
2024,Volkswagen,Golf,e-Golf,85,04.12.2016,175,24.85,Electricity,Winter tires,0,1,1,Moderate,14.2,0,0,64.0,-2.6
2025,Volkswagen,Golf,e-Golf,85,02.12.2016,552,73.41,Electricity,Winter tires,0,1,0,Moderate,13.3,0,0,72.0,-3.5
2026,Volkswagen,Golf,e-Golf,85,02.12.2016,2,0.29,Electricity,Winter tires,1,0,0,Normal,14.9,0,0,17.0,-1.9
2027,Volkswagen,Golf,e-Golf,85,01.12.2016,35,4.23,Electricity,Winter tires,1,1,1,Normal,12.1,0,0,35.0,-4.7
2028,Volkswagen,Golf,e-Golf,85,01.12.2016,20,3.64,Electricity,Winter tires,1,1,1,Normal,18.2,0,0,44.0,1.4
2029,Volkswagen,Golf,e-Golf,85,30.11.2016,20,1.88,Electricity,Winter tires,1,1,1,Normal,9.4,0,0,49.0,-7.4
2030,Volkswagen,Golf,e-Golf,85,30.11.2016,20,3.76,Electricity,Winter tires,1,1,1,Normal,18.8,0,0,47.0,2.0
2031,Volkswagen,Golf,e-Golf,85,29.11.2016,2,0.33,Electricity,Winter tires,1,0,0,Normal,16.9,0,0,28.0,0.1
2032,Volkswagen,Golf,e-Golf,85,29.11.2016,22,2.2,Electricity,Winter tires,1,1,1,Normal,10.0,0,0,43.0,-6.8
2033,Volkswagen,Golf,e-Golf,85,29.11.2016,20,4.62,Electricity,Winter tires,1,1,1,Normal,23.1,1,1,43.0,6.3
2034,Volkswagen,Golf,e-Golf,85,28.11.2016,20,1.9,Electricity,Winter tires,1,1,1,Normal,9.5,0,0,47.0,-7.3
2035,Volkswagen,Golf,e-Golf,85,28.11.2016,20,3.88,Electricity,Winter tires,1,1,1,Normal,19.4,1,0,40.0,2.6
2036,Volkswagen,Golf,e-Golf,85,27.11.2016,359,50.26,Electricity,Winter tires,0,1,1,Normal,14.0,0,0,71.0,-2.8
2037,Volkswagen,Golf,e-Golf,85,26.11.2016,345,56.58,Electricity,Winter tires,0,1,0,Fast,16.4,0,0,78.0,-0.4
2038,Volkswagen,Golf,e-Golf,85,25.11.2016,17,2.31,Electricity,Winter tires,1,0,0,Moderate,13.6,0,0,36.0,-3.2
2039,Volkswagen,Golf,e-Golf,85,25.11.2016,20,1.94,Electricity,Winter tires,1,1,1,Normal,9.7,0,0,37.0,-7.1
2040,Volkswagen,Golf,e-Golf,85,25.11.2016,20,4.0,Electricity,Winter tires,1,1,1,Normal,20.1,0,0,45.0,3.3
2041,Volkswagen,Golf,e-Golf,85,24.11.2016,20,2.0,Electricity,Winter tires,1,1,1,Moderate,10.1,0,0,42.0,-6.7
2042,Volkswagen,Golf,e-Golf,85,24.11.2016,20,3.54,Electricity,Winter tires,1,1,1,Moderate,17.7,0,0,45.0,0.9
2043,Volkswagen,Golf,e-Golf,85,23.11.2016,46,5.75,Electricity,Winter tires,1,1,1,Moderate,12.5,0,0,39.0,-4.3
2044,Volkswagen,Golf,e-Golf,85,23.11.2016,20,3.6,Electricity,Winter tires,1,1,1,Normal,18.0,0,0,48.0,1.2
2045,Volkswagen,Golf,e-Golf,85,22.11.2016,2,0.32,Electricity,Winter tires,1,0,0,Normal,16.0,0,0,27.0,-0.8
2046,Volkswagen,Golf,e-Golf,85,22.11.2016,2,0.25,Electricity,Winter tires,1,0,0,Normal,12.8,0,0,19.0,-4.0
2047,Volkswagen,Golf,e-Golf,85,22.11.2016,20,1.92,Electricity,Winter tires,1,1,1,Normal,9.6,0,0,45.0,-7.2
2048,Volkswagen,Golf,e-Golf,85,22.11.2016,20,4.0,Electricity,Winter tires,1,1,1,Fast,20.3,0,0,38.0,3.5
2049,Volkswagen,Golf,e-Golf,85,21.11.2016,37,3.77,Electricity,Winter tires,1,1,1,Normal,10.2,0,0,42.0,-6.6
2050,Volkswagen,Golf,e-Golf,85,21.11.2016,20,3.66,Electricity,Winter tires,1,0,0,Normal,18.3,0,0,43.0,1.5
2051,Volkswagen,Golf,e-Golf,85,20.11.2016,4,0.53,Electricity,Winter tires,1,0,0,Normal,13.4,0,0,25.0,-3.4
2052,Volkswagen,Golf,e-Golf,85,20.11.2016,5,0.66,Electricity,Winter tires,1,1,0,Normal,13.3,0,0,32.0,-3.5
2053,Volkswagen,Golf,e-Golf,85,20.11.2016,2,0.32,Electricity,Winter tires,1,0,0,Normal,16.0,0,0,24.0,-0.8
2054,Volkswagen,Golf,e-Golf,85,19.11.2016,71,9.79,Electricity,Winter tires,0,1,0,Moderate,13.8,0,0,56.0,-3.0
2055,Volkswagen,Golf,e-Golf,85,19.11.2016,49,6.46,Electricity,Winter tires,1,1,0,Moderate,13.2,0,0,50.0,-3.6
2056,Volkswagen,Golf,e-Golf,85,18.11.2016,20,1.84,Electricity,Winter tires,1,1,1,Normal,9.2,0,0,43.0,-7.6
2057,Volkswagen,Golf,e-Golf,85,18.11.2016,20,3.8,Electricity,Winter tires,1,1,1,Normal,19.0,0,0,44.0,2.2
2058,Volkswagen,Golf,e-Golf,85,17.11.2016,33,3.0,Electricity,Winter tires,1,0,1,Moderate,9.2,0,0,42.0,-7.6
2059,Volkswagen,Golf,e-Golf,85,17.11.2016,20,3.68,Electricity,Winter tires,1,1,1,Normal,18.4,0,0,52.0,1.6
2060,Volkswagen,Golf,e-Golf,85,16.11.2016,21,1.6,Electricity,Winter tires,1,1,1,Normal,7.7,0,0,40.0,-9.1
2061,Volkswagen,Golf,e-Golf,85,16.11.2016,20,4.16,Electricity,Winter tires,1,1,1,Fast,20.8,0,1,40.0,4.0
2062,Volkswagen,Golf,e-Golf,85,16.11.2016,2,0.3,Electricity,Winter tires,1,0,0,Normal,15.2,0,0,26.0,-1.6
2063,Volkswagen,Golf,e-Golf,85,15.11.2016,22,2.0,Electricity,Winter tires,1,1,1,Normal,9.2,0,0,44.0,-7.6
2064,Volkswagen,Golf,e-Golf,85,15.11.2016,20,3.82,Electricity,Winter tires,1,1,1,Normal,19.1,0,0,45.0,2.3
2065,Volkswagen,Golf,e-Golf,85,14.11.2016,20,1.82,Electricity,Winter tires,1,1,1,Normal,9.1,0,0,49.0,-7.7
2066,Volkswagen,Golf,e-Golf,85,14.11.2016,20,3.72,Electricity,Winter tires,1,1,0,Normal,18.6,0,0,47.0,1.8
2067,Volkswagen,Golf,e-Golf,85,13.11.2016,270,41.5,Electricity,Winter tires,1,1,0,Fast,15.4,0,0,71.0,-1.4
2068,Volkswagen,Golf,e-Golf,85,13.11.2016,17,2.29,Electricity,Winter tires,1,0,0,Normal,13.5,0,0,38.0,-3.3
2069,Volkswagen,Golf,e-Golf,85,12.11.2016,269,38.73,Electricity,Winter tires,0,1,1,Fast,14.4,0,0,74.0,-2.4
2070,Volkswagen,Golf,e-Golf,85,11.11.2016,36,4.0,Electricity,Winter tires,1,0,1,Normal,11.2,0,0,45.0,-5.6
2071,Volkswagen,Golf,e-Golf,85,11.11.2016,20,3.7,Electricity,Winter tires,1,1,1,Normal,18.7,0,0,43.0,1.9
2072,Volkswagen,Golf,e-Golf,85,10.11.2016,20,1.86,Electricity,Winter tires,1,1,1,Normal,9.3,0,0,50.0,-7.5
2073,Volkswagen,Golf,e-Golf,85,10.11.2016,20,3.8,Electricity,Winter tires,1,1,1,Normal,19.0,0,0,47.0,2.2
2074,Volkswagen,Golf,e-Golf,85,09.11.2016,33,3.7,Electricity,Winter tires,1,0,1,Normal,11.3,0,0,40.0,-5.5
2075,Volkswagen,Golf,e-Golf,85,09.11.2016,20,3.62,Electricity,Winter tires,1,1,1,Normal,18.1,0,0,43.0,1.3
2076,Volkswagen,Golf,e-Golf,85,09.11.2016,2,0.36,Electricity,Winter tires,1,0,0,Normal,18.0,0,0,23.0,1.2
2077,Volkswagen,Golf,e-Golf,85,08.11.2016,41,5.12,Electricity,Winter tires,1,1,0,Normal,12.5,0,0,31.0,-4.3
2078,Volkswagen,Golf,e-Golf,85,08.11.2016,20,3.9,Electricity,Winter tires,1,1,1,Normal,19.0,0,0,46.0,2.2
2079,Volkswagen,Golf,e-Golf,85,07.11.2016,20,1.96,Electricity,Winter tires,1,1,1,Normal,9.8,0,0,33.0,-7.0
2080,Volkswagen,Golf,e-Golf,85,07.11.2016,20,3.64,Electricity,Winter tires,1,1,1,Normal,18.2,0,0,45.0,1.4
2081,Volkswagen,Golf,e-Golf,85,06.11.2016,20,3.22,Electricity,Winter tires,1,0,0,Moderate,16.1,0,1,39.0,-0.7
2082,Volkswagen,Golf,e-Golf,85,06.11.2016,4,0.58,Electricity,Winter tires,1,0,0,Moderate,14.5,0,0,28.0,-2.3
2083,Volkswagen,Golf,e-Golf,85,05.11.2016,89,11.7,Electricity,Winter tires,0,1,0,Moderate,13.2,0,0,56.0,-3.6
2084,Volkswagen,Golf,e-Golf,85,05.11.2016,103,14.7,Electricity,Winter tires,0,1,0,Moderate,14.3,0,0,66.0,-2.5
2085,Volkswagen,Golf,e-Golf,85,05.11.2016,2,0.39,Electricity,Winter tires,1,0,0,Moderate,19.7,0,0,20.0,2.9
2086,Volkswagen,Golf,e-Golf,85,04.11.2016,20,1.76,Electricity,Winter tires,1,1,1,Moderate,8.8,0,0,46.0,-8.0
2087,Volkswagen,Golf,e-Golf,85,04.11.2016,20,3.6,Electricity,Winter tires,1,1,1,Moderate,18.0,0,0,39.0,1.2
2088,Volkswagen,Golf,e-Golf,85,03.11.2016,20,1.86,Electricity,Winter tires,1,1,1,Moderate,9.3,0,0,38.0,-7.5
2089,Volkswagen,Golf,e-Golf,85,03.11.2016,20,3.6,Electricity,Winter tires,1,1,1,Moderate,18.0,0,0,48.0,1.2
2090,Volkswagen,Golf,e-Golf,85,02.11.2016,33,3.3,Electricity,Winter tires,1,0,1,Moderate,10.0,0,0,41.0,-6.8
2091,Volkswagen,Golf,e-Golf,85,02.11.2016,20,3.74,Electricity,Winter tires,1,1,1,Normal,18.7,0,0,39.0,1.9
2092,Volkswagen,Golf,e-Golf,85,02.11.2016,2,0.35,Electricity,Winter tires,1,0,0,Normal,17.8,0,0,16.0,1.0
2093,Volkswagen,Golf,e-Golf,85,01.11.2016,6,0.86,Electricity,Summer tires,1,0,0,Normal,14.4,0,0,24.0,-2.4
2094,Volkswagen,Golf,e-Golf,85,31.10.2016,20,1.76,Electricity,Summer tires,1,1,1,Normal,8.8,0,0,46.0,-8.0
2095,Volkswagen,Golf,e-Golf,85,31.10.2016,20,3.78,Electricity,Summer tires,1,1,1,Normal,18.9,0,0,54.0,2.1
2096,Volkswagen,Golf,e-Golf,85,30.10.2016,17,2.1,Electricity,Summer tires,1,0,0,Moderate,12.6,0,0,35.0,-4.2
2097,Volkswagen,Golf,e-Golf,85,29.10.2016,42,5.25,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,60.0,-4.3
2098,Volkswagen,Golf,e-Golf,85,29.10.2016,26,3.97,Electricity,Summer tires,0,1,1,Normal,15.3,0,0,41.0,-1.5
2099,Volkswagen,Golf,e-Golf,85,29.10.2016,79,8.9,Electricity,Summer tires,1,1,0,Moderate,13.3,0,0,43.0,-3.5
2100,Volkswagen,Golf,e-Golf,85,28.10.2016,20,1.86,Electricity,Summer tires,1,1,1,Normal,9.3,0,0,40.0,-7.5
2101,Volkswagen,Golf,e-Golf,85,28.10.2016,20,4.22,Electricity,Summer tires,1,1,1,Fast,21.1,0,0,50.0,4.3
2102,Volkswagen,Golf,e-Golf,85,27.10.2016,20,1.78,Electricity,Summer tires,1,1,1,Normal,8.9,0,0,32.0,-7.9
2103,Volkswagen,Golf,e-Golf,85,27.10.2016,20,3.74,Electricity,Summer tires,1,1,1,Normal,18.7,0,0,42.0,1.9
2104,Volkswagen,Golf,e-Golf,85,26.10.2016,33,3.43,Electricity,Summer tires,1,1,1,Normal,10.4,0,0,30.0,-6.4
2105,Volkswagen,Golf,e-Golf,85,26.10.2016,20,3.7,Electricity,Summer tires,1,1,1,Normal,18.5,0,0,39.0,1.7
2106,Volkswagen,Golf,e-Golf,85,25.10.2016,15,2.0,Electricity,Summer tires,1,0,1,Normal,13.4,0,0,38.0,-3.4
2107,Volkswagen,Golf,e-Golf,85,25.10.2016,2,0.24,Electricity,Summer tires,1,0,0,Normal,12.4,0,0,19.0,-4.4
2108,Volkswagen,Golf,e-Golf,85,25.10.2016,20,1.9,Electricity,Summer tires,1,1,1,Normal,9.5,0,0,39.0,-7.3
2109,Volkswagen,Golf,e-Golf,85,24.10.2016,20,3.74,Electricity,Summer tires,1,1,1,Normal,18.7,0,0,38.0,1.9
2110,Volkswagen,Golf,e-Golf,85,24.10.2016,20,3.74,Electricity,Summer tires,1,1,1,Normal,18.7,0,0,39.0,1.9
2111,Volkswagen,Golf,e-Golf,85,23.10.2016,20,1.86,Electricity,Summer tires,1,0,1,Normal,9.3,0,0,50.0,-7.5
2112,Volkswagen,Golf,e-Golf,85,16.10.2016,4,0.48,Electricity,Summer tires,1,0,0,Moderate,12.2,0,0,25.0,-4.6
2113,Volkswagen,Golf,e-Golf,85,16.10.2016,5,0.6,Electricity,Summer tires,1,0,0,Moderate,12.1,0,0,24.0,-4.7
2114,Volkswagen,Golf,e-Golf,85,11.10.2016,15,1.84,Electricity,Summer tires,1,0,0,Moderate,12.3,0,0,23.0,-4.5
2115,Volkswagen,Golf,e-Golf,85,09.10.2016,642,84.1,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,76.0,-3.7
2116,Volkswagen,Golf,e-Golf,85,08.10.2016,85,5.95,Electricity,Summer tires,1,0,1,Normal,7.0,0,0,38.0,-9.8
2117,Volkswagen,Golf,e-Golf,85,07.10.2016,77,13.7,Electricity,Summer tires,1,0,1,Normal,17.8,0,0,40.0,1.0
2118,Volkswagen,Golf,e-Golf,85,06.10.2016,161,19.32,Electricity,Summer tires,1,1,1,Normal,12.0,0,0,67.0,-4.8
2119,Volkswagen,Golf,e-Golf,85,06.10.2016,23,2.85,Electricity,Summer tires,1,0,0,Moderate,12.4,0,0,48.0,-4.4
2120,Volkswagen,Golf,e-Golf,85,06.10.2016,104,14.14,Electricity,Summer tires,1,1,1,Normal,13.6,0,0,58.0,-3.2
2121,Volkswagen,Golf,e-Golf,85,05.10.2016,7,1.13,Electricity,Summer tires,1,0,0,Normal,16.2,0,0,27.0,-0.6
2122,Volkswagen,Golf,e-Golf,85,05.10.2016,7,0.61,Electricity,Summer tires,1,0,0,Normal,8.8,0,0,23.0,-8.0
2123,Volkswagen,Golf,e-Golf,85,04.10.2016,331,42.7,Electricity,Summer tires,0,0,1,Moderate,12.9,0,0,55.0,-3.9
2124,Volkswagen,Golf,e-Golf,85,04.10.2016,173,21.6,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,62.0,-4.3
